title,ISBN,author,genre,rating,number_of_ratings,number_of_reviews,pages,format,publish info,description,Votes
Beyond the Break,ISBN not found,Heather Buchta,"['Romance', 'Young Adult', 'Contemporary', 'Christian', 'Realistic Fiction', 'Young Adult Romance', 'Young Adult Contemporary']",3.91,1235,214,N/A,Format not specified,"First published June 2, 2020","For fans of Sarah Dessen and Jenny Han, Beyond the Break is a funny and gorgeous debut about a girl experiencing her first love. Well, second, if you count her faith… and that’s where things may get complicated.Seventeen-year-old Lovette has two rules in life. One: no surfing. Not after her brother’s accident. Two: absolutely, no dating. And going into her junior year of high school, she’s pretty happy with that arrangement. She has friends, her church youth group, and God to fall back on when things get dicey. But after Jake Evans walks into her life, following these two simple rules gets a lot more complicated. Jake is the boy from Lovette’s childhood who grew up. Handsome and sweet, he unlocks the part of Lovette that wants nothing more than to surf the waves again. And as their relationship grows, she begins to question what it means to be faithful: to her family, to God, but mostly, to herself. Told with humor and heart, Heather Buchta delivers a sparkling debut that asks the question: Can you fall in love, be a teenager, and also be a good Christian?",771
The Queen of Nothing,ISBN not found,Holly Black,"['Fantasy', 'Young Adult', 'Romance', 'Fae', 'Young Adult Fantasy', 'Fiction', 'Magic']",4.36,678831,66727,308,Hardcover,"First published November 19, 2019","He will be the destruction of the crown and the ruination of the throne.Power is much easier to acquire than it is to hold on to. Jude learned that lesson when she released her control over the wicked king, Cardan, in exchange for immeasurable power.Now, as the exiled mortal Queen of Faerie, Jude is left reeling from Cardan's betrayal. She bides her time, determined to reclaim everything he took from her. Opportunity arrives in the form of her deceptive twin sister, Taryn, whose mortal life is in peril.Jude must risk venturing back into the treacherous Faerie Court, and confront her lingering feelings for Cardan, if she wishes to save her sister. But Elfhame is not as she left it. War is brewing. As Jude slips deep within enemy lines, she becomes ensnared in the conflict's bloody politics.And when a terrible curse is unleashed, panic spreads throughout the land, forcing her to choose between her ambition and her humanity....From #1 New York Times bestselling author Holly Black comes the highly anticipated and jaw-dropping finale to the Folk of the Air series.",62771
The Ballad of Songbirds and Snakes,ISBN not found,Suzanne Collins,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Audiobook', 'Romance']",3.95,755174,92346,520,Hardcover,"First published May 19, 2020","Ambition will fuel him.Competition will drive him.But power has its price. It is the morning of the reaping that will kick off the tenth annual Hunger Games. In the Capitol, eighteen-year-old Coriolanus Snow is preparing for his one shot at glory as a mentor in the Games. The once-mighty house of Snow has fallen on hard times, its fate hanging on the slender chance that Coriolanus will be able to outcharm, outwit, and outmaneuver his fellow students to mentor the winning tribute. The odds are against him. He’s been given the humiliating assignment of mentoring the female tribute from District 12, the lowest of the low. Their fates are now completely intertwined—every choice Coriolanus makes could lead to favor or failure, triumph or ruin. Inside the arena, it will be a fight to the death. Outside the arena, Coriolanus starts to feel for his doomed tribute . . . and must weigh his need to follow the rules against his desire to survive no matter what it takes.",59681
Chain of Gold,ISBN not found,Cassandra Clare,"['Fantasy', 'Young Adult', 'Romance', 'Historical Fiction', 'Young Adult Fantasy', 'Paranormal', 'Urban Fantasy']",4.39,104799,14647,582,Hardcover,"First published March 3, 2020","An inheritance of shadows. A love in chains. An unconquerable foe.Cordelia Carstairs is a Shadowhunter, a warrior trained since childhood to battle demons. When her father is accused of a terrible crime, she and her brother travel to London in hopes of preventing the family’s ruin. Cordelia’s mother wants to marry her off, but Cordelia is determined to be a hero rather than a bride. Soon Cordelia encounters childhood friends James and Lucie Herondale and is drawn into their world of glittering ballrooms, secret assignations, and supernatural salons, where vampires and warlocks mingle with mermaids and magicians. All the while, she must hide her secret love for James, who is sworn to marry someone else.But Cordelia’s new life is blown apart when a shocking series of demon attacks devastate London. These monsters are nothing like those Shadowhunters have fought before—these demons walk in daylight, strike down the unwary with incurable poison, and seem impossible to kill. London is immediately quarantined. Trapped in the city, Cordelia's friends discover that a dark legacy has gifted them with incredible powers—and forced a brutal choice that will reveal the true cruel price of being a hero.",42233
Midnight Sun,ISBN not found,Stephenie Meyer,"['Fantasy', 'Romance', 'Young Adult', 'Vampires', 'Fiction', 'Paranormal', 'Audiobook']",3.73,251530,32713,756,Hardcover,"First published August 4, 2020","When Edward Cullen and Bella Swan met in Twilight, an iconic love story was born. But until now, fans have heard only Bella's side of the story. At last, readers can experience Edward's version in the long-awaited companion novel, Midnight Sun.This unforgettable tale as told through Edward's eyes takes on a new and decidedly dark twist. Meeting Bella is both the most unnerving and intriguing event he has experienced in all his years as a vampire. As we learn more fascinating details about Edward's past and the complexity of his inner thoughts, we understand why this is the defining struggle of his life. How can he justify following his heart if it means leading Bella into danger?",35466
Children of Virtue and Vengeance,ISBN not found,Tomi Adeyemi,"['Fantasy', 'Young Adult', 'Fiction', 'Audiobook', 'Magic', 'Young Adult Fantasy', 'Romance']",3.88,67243,8834,404,Hardcover,"First published December 3, 2019","After battling the impossible, Zélie and Amari have finally succeeded in bringing magic back to the land of Orïsha. But the ritual was more powerful than they could’ve imagined, reigniting the powers of not only the maji, but of nobles with magic ancestry, too. Now, Zélie struggles to unite the maji in an Orïsha where the enemy is just as powerful as they are. But when the monarchy and military unite to keep control of Orïsha, Zélie must fight to secure Amari's right to the throne and protect the new maji from the monarchy's wrath.With civil war looming on the horizon, Zélie finds herself at a breaking point: she must discover a way to bring the kingdom together or watch as Orïsha tears itself apart.",28489
Cemetery Boys,ISBN not found,Aiden Thomas,"['Fantasy', 'LGBT', 'Young Adult', 'Queer', 'Fiction', 'Paranormal', 'Contemporary']",4.28,91464,17525,344,Hardcover,"First published September 1, 2020","Yadriel has summoned a ghost, and now he can’t get rid of him.When his traditional Latinx family has problems accepting his gender, Yadriel becomes determined to prove himself a real brujo. With the help of his cousin and best friend Maritza, he performs the ritual himself, and then sets out to find the ghost of his murdered cousin and set it free.However, the ghost he summons is actually Julian Diaz, the school’s resident bad boy, and Julian is not about to go quietly into death. He’s determined to find out what happened and tie up some loose ends before he leaves. Left with no choice, Yadriel agrees to help Julian, so that they can both get what they want. But the longer Yadriel spends with Julian, the less he wants to let him leave.",27570
Starsight,ISBN not found,Brandon Sanderson,"['Science Fiction', 'Young Adult', 'Fantasy', 'Fiction', 'Audiobook', 'Space', 'Adventure']",4.37,88734,9027,461,Hardcover,"First published November 26, 2019","All her life, Spensa's dreamed of becoming a pilot. Of proving she's a hero like her father. She made it to the sky, but the truths she learned about her father were crushing. The rumors of his cowardice are true—he deserted his flight during battle against the Krell. Worse, though, he turned against his team and attacked them. Spensa is sure that there's more to the story. And she's sure that whatever happened to her father in his starship could happen to her. When she made it outside the protective shell of her planet, she heard the stars—and it was terrifying. Everything Spensa has been taught about her world is a lie. But Spensa also discovered a few other things about herself—and she'll travel to the end of the galaxy to save humankind if she needs to.",27263
Fable,here.,Adrienne Young,"['Fantasy', 'Young Adult', 'Romance', 'Pirates', 'Young Adult Fantasy', 'Fiction', 'Adventure']",4.03,92767,13471,357,Hardcover,"First published September 1, 2020","For seventeen-year-old Fable, the daughter of the most powerful trader in the Narrows, the sea is the only home she has ever known. It’s been four years since the night she watched her mother drown during an unforgiving storm. The next day her father abandoned her on a legendary island filled with thieves and little food. To survive she must keep to herself, learn to trust no one, and rely on the unique skills her mother taught her. The only thing that keeps her going is the goal of getting off the island, finding her father, and demanding her rightful place beside him and his crew. To do so Fable enlists the help of a young trader named West to get her off the island and across the Narrows to her father. But her father’s rivalries and the dangers of his trading enterprise have only multiplied since she last saw him, and Fable soon finds that West isn't who he seems. Together, they will have to survive more than the treacherous storms that haunt the Narrows if they're going to stay alive.  Welcome to a world made dangerous by the sea and by those who wish to profit from it. Where a young girl must find her place and her family while trying to survive in a world built for men. Fable takes you on a spectacular journey filled with romance, intrigue, and adventure.A newer edition of ISBN 9781250254368 can be found here.",15617
Cinderella Is Dead,ISBN not found,Kalynn  Bayron,"['Fantasy', 'Young Adult', 'LGBT', 'Romance', 'Retellings', 'Queer', 'Lesbian']",3.69,74573,12260,389,Hardcover,"First published July 7, 2020","It’s 200 years after Cinderella found her prince, but the fairy tale is over. Teen girls are now required to appear at the Annual Ball, where the men of the kingdom select wives based on a girl’s display of finery. If a suitable match is not found, the girls not chosen are never heard from again.Sixteen-year-old Sophia would much rather marry Erin, her childhood best friend, than parade in front of suitors. At the ball, Sophia makes the desperate decision to flee, and finds herself hiding in Cinderella’s mausoleum. There, she meets Constance, the last known descendant of Cinderella and her step sisters. Together they vow to bring down the king once and for all–and in the process, they learn that there’s more to Cinderella’s story than they ever knew . . .This fresh take on a classic story will make readers question the tales they’ve been told, and root for girls to break down the constructs of the world around them.",15179
Legendborn,ISBN not found,Tracy Deonn,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Urban Fantasy', 'Retellings']",4.35,134807,24690,502,Hardcover,"First published September 15, 2020","After her mother dies in an accident, sixteen-year-old Bree Matthews wants nothing to do with her family memories or childhood home. A residential program for bright high schoolers at UNC–Chapel Hill seems like the perfect escape—until Bree witnesses a magical attack her very first night on campus.A flying demon feeding on human energies.A secret society of so called “Legendborn” students that hunt the creatures down.And a mysterious teenage mage who calls himself a “Merlin” and who attempts—and fails—to wipe Bree’s memory of everything she saw.The mage’s failure unlocks Bree’s own unique magic and a buried memory with a hidden connection: the night her mother died, another Merlin was at the hospital. Now that Bree knows there’s more to her mother’s death than what’s on the police report, she’ll do whatever it takes to find out the truth, even if that means infiltrating the Legendborn as one of their initiates.She recruits Nick, a self-exiled Legendborn with his own grudge against the group, and their reluctant partnership pulls them deeper into the society’s secrets—and closer to each other. But when the Legendborn reveal themselves as the descendants of King Arthur’s knights and explain that a magical war is coming, Bree has to decide how far she’ll go for the truth and whether she should use her magic to take the society down—or join the fight.",14101
"Girl, Serpent, Thorn",ISBN not found,Melissa Bashardoust,"['Fantasy', 'Young Adult', 'LGBT', 'Lesbian', 'Romance', 'Queer', 'Retellings']",3.66,37166,6465,336,Hardcover,"First published July 7, 2020","A captivating and utterly original fairy tale about a girl cursed to be poisonous to the touch, and who discovers what power might lie in such a curse...There was and there was not, as all stories begin, a princess cursed to be poisonous to the touch. But for Soraya, who has lived her life hidden away, apart from her family, safe only in her gardens, it’s not just a story.As the day of her twin brother’s wedding approaches, Soraya must decide if she’s willing to step outside of the shadows for the first time. Below in the dungeon is a demon who holds knowledge that she craves, the answer to her freedom. And above is a young man who isn’t afraid of her, whose eyes linger not with fear, but with an understanding of who she is beneath the poison.Soraya thought she knew her place in the world, but when her choices lead to consequences she never imagined, she begins to question who she is and who she is becoming...human or demon. Princess or monster.",6107
A Song of Wraiths and Ruin,ISBN not found,Roseanne A. Brown,"['Fantasy', 'Young Adult', 'Young Adult Fantasy', 'Romance', 'Fiction', 'Mythology', 'Audiobook']",3.95,18618,4025,466,Hardcover,"First published June 2, 2020","For Malik, the Solstasia festival is a chance to escape his war-stricken home and start a new life with his sisters in the prosperous desert city of Ziran. But when a vengeful spirit abducts Malik’s younger sister, Nadia, as payment into the city, Malik strikes a fatal deal—kill Karina, Crown Princess of Ziran, for Nadia’s freedom.But Karina has deadly aspirations of her own. Her mother, the Sultana, has been assassinated; her court threatens mutiny; and Solstasia looms like a knife over her neck. Grief-stricken, Karina decides to resurrect her mother through ancient magic . . . requiring the beating heart of a king. And she knows just how to obtain one: by offering her hand in marriage to the victor of the Solstasia competition.When Malik rigs his way into the contest, they are set on a course to destroy each other. But as attraction flares between them and ancient evils stir, will they be able to see their tasks to the death?The first in an fantasy duology inspired by West African folklore in which a grieving crown princess and a desperate refugee find themselves on a collision course to murder each other despite their growing attraction.",5577
The Kingdom of Back,ISBN not found,Marie Lu,"['Fantasy', 'Historical Fiction', 'Young Adult', 'Historical', 'Fiction', 'Young Adult Fantasy', 'Magical Realism']",3.71,21409,4649,313,Hardcover,"First published March 3, 2020","Born with a gift for music, Nannerl Mozart has just one wish: to be remembered forever. But even as she delights audiences with her masterful playing, she has little hope she'll ever become the acclaimed composer she longs to be. She is a young woman in eighteenth-century Europe, and that means composing is forbidden to her. She will perform only until she reaches a marriageable age—her tyrannical father has made that much clear.As Nannerl's hope grows dimmer with each passing year, the talents of her beloved younger brother, Wolfgang, only seem to shine brighter. His brilliance begins to eclipse her own, until one day a mysterious stranger from a magical land appears with an irresistible offer. He has the power to make her wish come true—but his help may cost her everything.In her first work of historical fiction, #1 New York Times bestselling author Marie Lu spins a lush, lyrically told story of music, magic, and the unbreakable bond between a brother and sister.",5423
These Violent Delights,ISBN not found,Chloe Gong,"['Fantasy', 'Historical Fiction', 'Young Adult', 'Retellings', 'Historical', 'Fiction', 'Young Adult Fantasy']",3.85,143966,25954,449,Hardcover,"First published November 17, 2020","The year is 1926, and Shanghai hums to the tune of debauchery.A blood feud between two gangs runs the streets red, leaving the city helpless in the grip of chaos. At the heart of it all is eighteen-year-old Juliette Cai, a former flapper who has returned to assume her role as the proud heir of the Scarlet Gang—a network of criminals far above the law. Their only rivals in power are the White Flowers, who have fought the Scarlets for generations. And behind every move is their heir, Roma Montagov, Juliette’s first love…and first betrayal.But when gangsters on both sides show signs of instability culminating in clawing their own throats out, the people start to whisper. Of a contagion, a madness. Of a monster in the shadows. As the deaths stack up, Juliette and Roma must set their guns—and grudges—aside and work together, for if they can’t stop this mayhem, then there will be no city left for either to rule.Perfect for fans of The Last Magician and Descendant of the Crane, this heart-stopping debut is an imaginative Romeo and Juliet retelling set in 1920s Shanghai, with rival gangs and a monster in the depths of the Huangpu River.",3461
All the Stars and Teeth,ISBN not found,Adalyn  Grace,"['Fantasy', 'Young Adult', 'Pirates', 'Young Adult Fantasy', 'Romance', 'Magic', 'Fiction']",3.67,31776,5131,373,Hardcover,"First published February 4, 2020","Set in a kingdom where danger lurks beneath the sea, mermaids seek vengeance with song, and magic is a choice.She will reign.As princess of the island kingdom Visidia, Amora Montara has spent her entire life training to be High Animancer — the master of souls. The rest of the realm can choose their magic, but for Amora, it’s never been a choice. To secure her place as heir to the throne, she must prove her mastery of the monarchy’s dangerous soul magic.When her demonstration goes awry, Amora is forced to flee. She strikes a deal with Bastian, a mysterious pirate: he’ll help her prove she’s fit to rule, if she’ll help him reclaim his stolen magic.But sailing the kingdom holds more wonder — and more peril — than Amora anticipated. A destructive new magic is on the rise, and if Amora is to conquer it, she’ll need to face legendary monsters, cross paths with vengeful mermaids, and deal with a stow-away she never expected… or risk the fate of Visidia and lose the crown forever.I am the right choice. The only choice. And I will protect my kingdom.",2956
The Shadows Between Us,ISBN not found,Tricia Levenseller,"['Fantasy', 'Romance', 'Young Adult', 'Young Adult Fantasy', 'Fantasy Romance', 'Fiction', 'Magic']",3.84,175331,22947,326,Hardcover,"First published February 25, 2020","Alessandra is tired of being overlooked, but she has a plan to gain power:1)	Woo the Shadow King.2)	Marry him.3)	Kill him and take his kingdom for herself.No one knows the extent of the freshly crowned Shadow King’s power. Some say he can command the shadows that swirl around him to do his bidding. Others say they speak to him, whispering the thoughts of his enemies. Regardless, Alessandra knows what she deserves, and she’s going to do everything within her power to get it.But Alessandra’s not the only one trying to kill the king. As attempts on his life are made, she finds herself trying to keep him alive long enough for him to make her his queen—all while struggling not to lose her heart. After all, who better for a Shadow King than a cunning, villainous queen?",2928
The Extraordinaries,ISBN not found,T.J. Klune,"['Fantasy', 'Young Adult', 'LGBT', 'Romance', 'Queer', 'Fiction', 'Contemporary']",4.07,21055,4432,405,Hardcover,"First published July 14, 2020","Some people are extraordinary. Some are just extra. TJ Klune's YA debut, The Extraordinaries, is a queer coming-of-age story about a fanboy with ADHD and the heroes he loves.Nick Bell? Not extraordinary. But being the most popular fanfiction writer in the Extraordinaries fandom is a superpower, right?After a chance encounter with Shadow Star, Nova City’s mightiest hero (and Nick’s biggest crush), Nick sets out to make himself extraordinary. And he’ll do it with or without the reluctant help of Seth Gray, Nick's best friend (and maybe the love of his life).Rainbow Rowell's Fangirl meets Marissa Meyer's Renegades in TJ Klune's YA debut.",2249
Return of the Thief,ISBN not found,Megan Whalen Turner,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Young Adult Fantasy', 'Audiobook', 'Mythology']",4.49,10349,1785,464,Hardcover,"First published October 6, 2020","The thrilling, twenty-years-in-the-making, conclusion to the New York Times–bestselling Queen’s Thief series, by Megan Whalen Turner. This beloved and award-winning series began with the acclaimed novel The Thief. It and four more stand-alone volumes bring to life a world of epics, myths, and legends, and feature one of the most charismatic and incorrigible characters of fiction, Eugenides the thief. Now more powerful and cunning than ever before, Eugenides must navigate a perilous future in this sweeping conclusion. Perfect for fans of Leigh Bardugo, Marie Lu, Patrick Rothfuss, and Sarah J. Maas.Neither accepted nor beloved, Eugenides is the uneasy linchpin of a truce on the Lesser Peninsula, where he has risen to be high king of Attolia, Eddis, and Sounis. As the treacherous Baron Erondites schemes anew and a prophecy appears to foretell the death of the king, the ruthless Mede empire prepares to strike. The New York Times–bestselling Queen’s Thief novels are rich with political machinations, divine intervention, dangerous journeys, battles lost and won, power, passion, and deception.",1726
Raybearer,ISBN not found,Jordan Ifueko,"['Fantasy', 'Young Adult', 'Fiction', 'Young Adult Fantasy', 'Romance', 'Audiobook', 'LGBT']",4.34,27250,5431,343,Hardcover,"First published August 18, 2020","Tarisai has always longed for the warmth of a family. She was raised in isolation by a mysterious, often absent mother known only as The Lady. The Lady sends her to the capital of the global empire of Aritsar to compete with other children to be chosen as one of the Crown Prince’s Council of 11. If she’s picked, she’ll be joined with the other Council members through the Ray, a bond deeper than blood. That closeness is irresistible to Tarisai, who has always wanted to belong somewhere. But The Lady has other ideas, including a magical wish that Tarisai is compelled to obey: Kill the Crown Prince once she gains his trust. Tarisai won’t stand by and become someone’s pawn—but is she strong enough to choose a different path for herself?",1205
The Tower of Nero,ISBN not found,Rick Riordan,"['Fantasy', 'Mythology', 'Middle Grade', 'Young Adult', 'Fiction', 'Greek Mythology', 'Adventure']",4.50,65352,6732,416,Hardcover,"First published October 6, 2020","At last, the breathtaking, action-packed finale of the #1 bestselling Trials of Apollo series is here! Will the Greek god Apollo, cast down to earth in the pathetic moral form of a teenager named Lester Papadopoulos, finally regain his place on Mount Olympus? Lester's demigod friends at Camp Jupiter just helped him survive attacks from bloodthirsty ghouls, an evil Roman king and his army of the undead, and the lethal emperors Caligula and Commodus. Now the former god and his demigod master Meg must follow a prophecy uncovered by Ella the harpy. Lester's final challenge will be at the Tower of Nero, back in New York. Will Meg have a last showdown with her father? Will this helpless form of Apollo have to face his arch nemesis, Python? Who will be on hand at Camp Half-Blood to assist? These questions and more will be answered in this book that all demigods are eagerly awaiting.",49341
The One and Only Bob,ISBN not found,Katherine Applegate,"['Middle Grade', 'Fiction', 'Animals', 'Fantasy', 'Childrens', 'Audiobook', 'Young Adult']",4.23,22190,2710,342,Hardcover,"First published May 5, 2020","Bob sets out on a dangerous journey in search of his long-lost sister with the help of his two best friends, Ivan and Ruby. As a hurricane approaches and time is running out, Bob finds courage he never knew he had and learns the true meaning of friendship and family.",23486
Before the Ever After,ISBN not found,Jacqueline Woodson,"['Middle Grade', 'Poetry', 'Sports', 'Fiction', 'Realistic Fiction', 'Audiobook', 'Young Adult']",4.19,14268,2406,176,Hardcover,"First published September 1, 2020","Jacqueline Woodson's novel-in-verse explores how a family moves forward when their glory days have passed and the cost of professional sports on Black bodies.For as long as ZJ can remember, his dad has been everyone's hero. As a charming, talented pro football star, he's as beloved to the neighborhood kids he plays with as he is to his millions of adoring sports fans. But lately life at ZJ's house is anything but charming. His dad is having trouble remembering things and seems to be angry all the time. ZJ's mom explains it's because of all the head injuries his dad sustained during his career. ZJ can understand that--but it doesn't make the sting any less real when his own father forgets his name. As ZJ contemplates his new reality, he has to figure out how to hold on tight to family traditions and recollections of the glory days, all the while wondering what their past amounts to if his father can't remember it. And most importantly, can those happy feelings ever be reclaimed when they are all so busy aching for the past?",15347
One True King,ISBN not found,Soman Chainani,"['Fantasy', 'Middle Grade', 'Young Adult', 'Romance', 'Adventure', 'Childrens', 'Science Fiction Fantasy']",4.36,15872,1175,624,Paperback,"First published June 2, 2020",Beyond Good and Evil. Beyond Ever Afters.The fairy tale of Sophie and Agatha comes to a dramatic conclusion in this sixth and final book of Soman Chainani's New York Times bestselling fantasy seriesWho will sit on Camelot's throne and rule the Endless Woods? Who will be the One True King? Prepare yourself for the End of Ends . . .,13228
Hollowpox: The Hunt for Morrigan Crow,ISBN not found,Jessica Townsend,"['Fantasy', 'Middle Grade', 'Fiction', 'Audiobook', 'Young Adult', 'Childrens', 'Magic']",4.49,23506,3150,560,Hardcover,"First published February 4, 2020","Morrigan Crow and her friends have survived their first year as proud scholars of the elite Wundrous Society, helped bring down the nefarious Ghastly Market and proven themselves loyal to Unit 919. Now Morrigan faces a new, exciting challenge: to master the mysterious Wretched Arts and control the power that threatens to consume her.",13186
From the Desk of Zoe Washington,ISBN not found,Janae Marks,"['Middle Grade', 'Realistic Fiction', 'Fiction', 'Contemporary', 'Mystery', 'Family', 'Audiobook']",4.30,12721,2037,291,Hardcover,"First published January 14, 2020","Zoe Washington isn’t sure what to write. What does a girl say to the father she’s never met, hadn’t heard from until his letter arrived on her twelfth birthday, and who’s been in prison for a terrible crime?A crime he says he never committed.Could Marcus really be innocent? Zoe is determined to uncover the truth. Even if it means hiding his letters and her investigation from the rest of her family. Everyone else thinks Zoe’s worrying about doing a good job at her bakery internship and proving to her parents that she’s worthy of auditioning for Food Network’s Kids Bake Challenge.But with bakery confections on one part of her mind, and Marcus’s conviction weighing heavily on the other, this is one recipe Zoe doesn’t know how to balance. The only thing she knows to be true: Everyone lies.",11673
We Dream of Space,ISBN not found,Erin Entrada Kelly,"['Middle Grade', 'Historical Fiction', 'Fiction', 'Realistic Fiction', 'Historical', 'Family', 'Young Adult']",4.12,7487,1327,400,Hardcover,"First published May 5, 2020","It's January 1986. The launch of the Challenger is just weeks away, and Cash, Fitch, and Bird Nelson Thomas are three siblings in seventh grade together in Park, Delaware.Cash loves basketball, Dr. J, and a girl named Penny; he's also in danger of failing seventh grade for a second time. Fitch spends every afternoon playing Major Havoc at the arcade and wrestles with an explosive temper that he doesn't understand. And Bird, his twelve-year-old twin, dreams of being NASA's first female shuttle commander, but feels like she's disappearing.The Nelson Thomas siblings exist in their own orbits, circling a tense, crowded, and unpredictable household, dreaming of escape, dreaming of the future, dreaming of space. They have little in common except an enthusiastic science teacher named Ms. Salonga—a failed applicant to the Teacher in Space program—who encourages her students to live vicariously through the launch. Cash and Fitch take a passive interest, but Bird builds her dreams around it.When the fated day arrives, it changes everything.",11151
The List of Things That Will Not Change,ISBN not found,Rebecca Stead,"['Middle Grade', 'Realistic Fiction', 'LGBT', 'Fiction', 'Family', 'Contemporary', 'Childrens']",4.22,8498,1564,224,Hardcover,"First published April 7, 2020","After her parents' divorce, Bea's life became different in many ways. But she can always look back at the list she keeps in her green notebook to remember the things that will stay the same. The first and most important: Mom and Dad will always love Bea, and each other. When Dad tells Bea that he and his boyfriend, Jesse, are getting married, Bea is thrilled. Bea loves Jesse, and when he and Dad get married, she'll finally (finally!) have what she's always wanted—a sister. Even though she's never met Jesse's daughter, Sonia, Bea is sure that they'll be ""just like sisters anywhere."" As the wedding day approaches, Bea will learn that making a new family brings questions, surprises, and joy.",10230
Ghost Squad,ISBN not found,Claribel A. Ortega,"['Middle Grade', 'Fantasy', 'Paranormal', 'Audiobook', 'Fiction', 'Ghosts', 'Childrens']",3.81,4101,986,256,ebook,"First published April 7, 2020","Coco meets Stranger Things with a hint of Ghostbusters in this action-packed supernatural fantasy.For Lucely Luna, ghosts are more than just the family business.Shortly before Halloween, Lucely and her best friend, Syd, cast a spell that accidentally awakens malicious spirits, wreaking havoc throughout St. Augustine. Together, they must join forces with Syd's witch grandmother, Babette, and her tubby tabby, Chunk, to fight the haunting head-on and reverse the curse to save the town and Lucely's firefly spirits before it's too late.With the family dynamics of Coco and action-packed adventure of Ghostbusters, Claribel A. Ortega delivers both a thrillingly spooky and delightfully sweet debut novel.",10049
Ali Cross,ISBN not found,James Patterson,"['Mystery', 'Middle Grade', 'Fiction', 'Young Adult', 'Childrens', 'Audiobook', 'Thriller']",4.00,12515,775,320,Hardcover,"First published November 25, 2019","Alex's son Ali is eager to follow in his father's footsteps as a detective, but when his best friend goes missing, what price will he have to pay to solve the mystery?Ali Cross has always looked up to his father, former detective and FBI agent Alex Cross. While solving some of the nation's most challenging crimes, his father always kept his head and did the right thing. Can Ali have the same strength and resolve?When Ali's best friend Gabe Qualls is reported missing, Ali is desperate to find him. At the same time, a string of burglaries targets his neighborhood---and even his own house. With his father on trial for a crime he didn't commit, it's up to Ali to search for clues and find his friend. But being a kid sleuth isn't easy---especially when your father warns you not to get involved!---and Ali soon learns that clues aren't always what they seem. Will his detective work lead to a break in Gabe's case or cause even more trouble for the Cross family?",9520
Aru Shah and the Tree of Wishes,ISBN not found,Roshani Chokshi,"['Fantasy', 'Middle Grade', 'Mythology', 'Fiction', 'Young Adult', 'Adventure', 'Magic']",4.39,6684,745,386,Hardcover,"First published April 7, 2020","War between the devas and the demons is imminent, and the Otherworld is on high alert. When intelligence from the human world reveals that the Sleeper is holding a powerful clairvoyant and her sister captive, 14-year-old Aru and her friends launch a search-and-rescue mission. The captives, a pair of twins, turn out to be the newest Pandava sisters, though, according to a prophecy, one sister is not true.During the celebration of Holi, the heavenly attendants stage a massage PR rebranding campaign to convince everyone that the Pandavas are to be trusted. As much as Aru relishes the attention, she fears that she is destined to bring destruction to her sisters, as the Sleeper has predicted. Aru believes that the only way to prove her reputation is to find the Kalpavriksha, the wish-granting tree that came out of the Ocean of Milk when it was churned. If she can reach it before the Sleeper, perhaps she can turn everything around with one wish.Careful what you wish for, Aru . . .",4351
King and the Dragonflies,ISBN not found,Kacen Callender,"['Middle Grade', 'LGBT', 'Contemporary', 'Fiction', 'Queer', 'Realistic Fiction', 'Young Adult']",4.33,9301,1845,272,Hardcover,"First published February 4, 2020","Twelve-year-old Kingston James is sure his brother Khalid has turned into a dragonfly. When Khalid unexpectedly passed away, he shed what was his first skin for another to live down by the bayou in their small Louisiana town. Khalid still visits in dreams, and King must keep these secrets to himself as he watches grief transform his family.It would be easier if King could talk with his best friend, Sandy Sanders. But just days before he died, Khalid told King to end their friendship, after overhearing a secret about Sandy—that he thinks he might be gay. ""You don't want anyone to think you're gay too, do you?""But when Sandy goes missing, sparking a town-wide search, and King finds his former best friend hiding in a tent in his backyard, he agrees to help Sandy escape from his abusive father, and the two begin an adventure as they build their own private paradise down by the bayou and among the dragonflies. As King's friendship with Sandy is reignited, he's forced to confront questions about himself and the reality of his brother's death.",4296
Clean Getaway,ISBN not found,Nic Stone,"['Middle Grade', 'Realistic Fiction', 'Fiction', 'Contemporary', 'Adventure', 'Family', 'Young Adult']",3.98,7623,1190,240,Hardcover,"First published January 7, 2020","From New York Times bestselling author Nic Stone comes a middle grade road-trip story through American race relations past and present perfect for fans of Jacqueline Woodson and Jason Reynolds.How to Go on an Unplanned Road Trip with Your Grandma: * Grab a Suitcase: Prepacked from the big spring break trip that got CANCELLED. * Fasten Your Seatbelt: G'ma's never conventional, so this trip won't be either. * Use the Green Book: G'ma's most treasured possession. It holds history, memories, and, most important, the way home.What Not to Bring: * A Cell Phone: Avoid contact with Dad at all costs. Even when G'ma starts acting stranger than usual.Set against the backdrop of the segregation history of the American South, take a trip with New York Times bestselling Nic Stone and an eleven-year-old boy who is about to discover the world hasn't always been a welcoming place for kids like him, and things aren't always what they seem--his G'ma included.",3900
