title,ISBN,author,genre,rating,number_of_ratings,number_of_reviews,pages,format,publish info,description,Votes
"8 Rules of Love: How to Find It, Keep It, and Let It Go",ISBN not found,Jay Shetty,"Self Help, Nonfiction, Relationships, Audiobook, Psychology, Personal Development, Romance",3.95,"18,485","1,441",309,Hardcover,"First published January 31, 2023","The author of the #1 New York Times bestseller Think Like a Monk offers a revelatory guide to every stage of romance, drawing on ancient wisdom and new science.Nobody sits us down and teaches us how to love. So we’re often thrown into relationships with nothing but romance movies and pop culture to help us muddle through. Until now.Instead of presenting love as an ethereal concept or a collection of cliches, Jay Shetty lays out specific, actionable steps to help you develop the skills to practice and nurture love better than ever before. He shares insights on how to win or lose together, how to define love, and why you don’t break in a break-up. Inspired by Vedic wisdom and modern science, he tackles the entire relationship cycle, from first dates to moving in together to breaking up and starting over. And he shows us how to avoid falling for false promises and unfulfilling partners.By living Jay Shetty’s eight rules, we can all love ourselves, our partner, and the world better than we ever thought possible.",18122
On Our Best Behavior: The Seven Deadly Sins and the Price Women Pay to Be Good,ISBN not found,Elise Loehnen,"Nonfiction, Feminism, Audiobook, Psychology, History, Womens, Self Help",3.83,"5,638",829,384,Hardcover,"First published May 23, 2023","A groundbreaking exploration of the ancient rules women unwittingly follow in order to be considered ""good,"" revealing how the Seven Deadly Sins still control and distort their lives and illuminating a path toward a more balanced, spiritually complete way to liveWomen congratulate themselves when they resist the doughnut in the office break-room. They celebrate their restraint when they hold back from sending an e-mail in anger. They feel virtuous when they wake up at dawn to get a jump on the day. They put others' needs ahead of their own and believe this makes them exemplary. In On Our Best Behavior, journalist Elise Loehnen explains that these impulses--often lauded as unselfish, distinctly feminine instincts--are actually ingrained in women by a culture that reaps the benefits, via an extraordinarily effective collection of mores known as the Seven Deadly Sins.Since being codified by the Christian church in the fourth century, the Seven Deadly Sins--pride, greed, lust, envy, gluttony, wrath, and sloth--have exerted insidious power. Even today, in our largely secular, patriarchal society, they continue to circumscribe women's behavior. For example, seeing sloth as sinful leads women to deny themselves rest; a fear of gluttony drives them to ignore their appetites; and an aversion to greed prevents them from negotiating for themselves and contributes to the 55 percent gender wealth gap. Loehnen reveals how women have been programmed to obey the rules represented by these sins and how doing so qualifies them as ""good."" This probing analysis of contemporary culture and thoroughly researched history explains how women have internalized the patriarchy, and how they unwittingly reinforce it. By sharing her own story and the spiritual wisdom of other traditions, Loehnen shows how women can break free and discover the integrity and wholeness they seek.",17535
Doppelganger: A Trip into the Mirror World,ISBN not found,Naomi Klein,"Nonfiction, Politics, Memoir, Audiobook, Psychology, Sociology, Philosophy",4.26,"10,732","1,771",416,Hardcover,"First published September 12, 2023","What if you woke up one morning and found you’d acquired another self―a double who was almost you and yet not you at all? What if that double shared many of your preoccupations but, in a twisted, upside-down way, furthered the very causes you’d devoted your life to fighting against?Not long ago, the celebrated activist and public intellectual Naomi Klein had just such an experience―she was confronted with a doppelganger whose views she found abhorrent but whose name and public persona were sufficiently similar to her own that many people got confused about who was who. Destabilized, she lost her bearings, until she began to understand the experience as one manifestation of a strangeness many of us have come to know but struggle to define: AI-generated text is blurring the line between genuine and spurious communication; New Age wellness entrepreneurs turned anti-vaxxers are scrambling familiar political allegiances of left and right; and liberal democracies are teetering on the edge of absurdist authoritarianism, even as the oceans rise. Under such conditions, reality itself seems to have become unmoored. Is there a cure for our moment of collective vertigo?Naomi Klein is one of our most trenchant and influential social critics, an essential analyst of what branding, austerity, and climate profiteering have done to our societies and souls. Here she turns her gaze inward to our psychic landscapes, and outward to the possibilities for building hope amid intersecting economic, medical, and political crises. With the assistance of Sigmund Freud, Jordan Peele, Alfred Hitchcock, and bell hooks, among other accomplices, Klein uses wry humor and a keen sense of the ridiculous to face the strange doubles that haunt us―and that have come to feel as intimate and proximate as a warped reflection in the mirror.Combining comic memoir with chilling reportage and cobweb-clearing analysis, Klein seeks to smash that mirror and chart a path beyond despair. Doppelganger What do we neglect as we polish and perfect our digital reflections? Is it possible to dispose of our doubles and overcome the pathologies of a culture of multiplication? Can we create a politics of collective care and undertake a true reckoning with historical crimes? The result is a revelatory treatment of the way many of us think and feel now―and an intellectual adventure story for our times.",16718
Outlive: The Science and Art of Longevity,ISBN not found,Peter Attia,"Health, Nonfiction, Science, Self Help, Audiobook, Medicine, Personal Development",4.39,"44,894","4,053",496,Hardcover,"First published March 28, 2023","#1 NEW YORK TIMES BESTSELLER • A groundbreaking manifesto on living better and longer that challenges the conventional medical thinking on aging and reveals a new approach to preventing chronic disease and extending long-term health, from a visionary physician and leading longevity expert “One of the most important books you’ll ever read.”—Steven D. Levitt, New York Times bestselling author of Freakonomics Wouldn’t you like to live longer? And better? In this operating manual for longevity, Dr. Peter Attia draws on the latest science to deliver innovative nutritional interventions, techniques for optimizing exercise and sleep, and tools for addressing emotional and mental health. For all its successes, mainstream medicine has failed to make much progress against the diseases of aging that kill most people: heart disease, cancer, Alzheimer’s disease, and type 2 diabetes. Too often, it intervenes with treatments too late to help, prolonging lifespan at the expense of healthspan, or quality of life. Dr. Attia believes we must replace this outdated framework with a personalized, proactive strategy for longevity, one where we take action now, rather than waiting. This is not “biohacking,” it’s science: a well-founded strategic and tactical approach to extending lifespan while also improving our physical, cognitive, and emotional health. Dr. Attia’s aim is less to tell you what to do and more to help you learn how to think about long-term health, in order to create the best plan for you as an individual. In Outlive, readers will discover: • Why the cholesterol test at your annual physical doesn’t tell you enough about your actual risk of dying from a heart attack.• That you may already suffer from an extremely common yet underdiagnosed liver condition that could be a precursor to the chronic diseases of aging.• Why exercise is the most potent pro-longevity “drug”—and how to begin training for the “Centenarian Decathlon.”• Why you should forget about diets, and focus instead on nutritional biochemistry, using technology and data to personalize your eating pattern.• Why striving for physical health and longevity, but ignoring emotional health, could be the ultimate curse of all. Aging and longevity are far more malleable than we think; our fate is not set in stone. With the right roadmap, you can plot a different path for your life, one that lets you outlive your genes to make each decade better than the one before.",16108
The Creative Act: A Way of Being,ISBN not found,Rick Rubin,"Nonfiction, Art, Self Help, Philosophy, Music, Writing, Design",4.08,"32,550","3,734",406,Hardcover,"First published January 17, 2023","From the legendary music producer, a master at helping people connect with the wellsprings of their creativity, comes a beautifully crafted book many years in the making that offers that same deep wisdom to all of us. ""A gorgeous and inspiring work of art on creation, creativity, the work of the artist. It will gladden the hearts of writers and artists everywhere, and get them working again with a new sense of meaning and direction. A stunning accomplishment."" --Anne Lamott""I set out to write a book about what to do to make a great work of art. Instead, it revealed itself to be a book on how to be."" --Rick RubinMany famed music producers are known for a particular sound that has its day. Rick Rubin is known for something else: creating a space where artists of all different genres and traditions can home in on who they really are and what they really offer. He has made a practice of helping people transcend their self-imposed expectations in order to reconnect with a state of innocence from which the surprising becomes inevitable. Over the years, as he has thought deeply about where creativity comes from and where it doesn't, he has learned that being an artist isn't about your specific output, it's about your relationship to the world. Creativity has a place in everyone's life, and everyone can make that place larger. In fact, there are few more important responsibilities.The Creative Act is a beautiful and generous course of study that illuminates the path of the artist as a road we all can follow. It distills the wisdom gleaned from a lifetime's work into a luminous reading experience that puts the power to create moments--and lifetimes--of exhilaration and transcendence within closer reach for all of us.",15603
Trail of the Lost: The Relentless Search to Bring Home the Missing Hikers of the Pacific Crest Trail,ISBN not found,Andrea Lankford,"Nonfiction, True Crime, Nature, Audiobook, Adventure, Mystery, Travel",3.78,"7,341",949,352,Hardcover,"First published August 22, 2023","From a former law enforcement park ranger and investigator, this female-driven true crime adventure follows the author’s quest to find missing hikers along the Pacific Crest Trail by pairing up with an eclectic group of unlikely allies. As a park ranger with the National Park Service's law enforcement team, Andrea Lankford led search and rescue missions in some of the most beautiful (and dangerous) landscapes across America, from Yosemite to the Grand Canyon. But though she had the support of the agency, Andrea grew frustrated with the service's bureaucratic idiosyncrasies, and left the force after twelve years. Two decades later, however, she stumbles across a mystery that pulls her right back where she left - three young men have vanished from the Pacific Crest Trail, the 2,650-mile trek made famous by Cheryl Strayed's Wild , and no one has been able to find them. It’s bugging the hell out of her. Andrea’s concern soon leads her to a wild environment unlike any she’s ever ventured into - missing person Facebook groups. Andrea launches an investigation, joining forces with an eclectic team of amateurs who are determined to solve the cases: a mother of the missing, a retired pharmacy manager, and a mapmaker who monitors terrorist activity for the government. Together, they track the activities of kidnappers and murderers, investigate a cult, rescue a psychic in peril, cross paths with an unconventional scientist, and reunite an international fugitive with his family. Searching for the missing is a brutal psychological and physical test with the highest stakes, but eventually their hardships begin to bear strange fruits—ones that lead them to places and people they never saw coming.",15274
How Far the Light Reaches: A Life in Ten Sea Creatures,ISBN not found,Sabrina Imbler,"Nonfiction, Science, Memoir, Essays, LGBT, Queer, Nature",4.13,"8,745","1,593",263,Hardcover,"First published December 6, 2022","A queer, mixed race writer working in a largely white, male field, science and conservation journalist Sabrina Imbler has always been drawn to the mystery of life in the sea, and particularly to creatures living in hostile or remote environments. Each essay in their debut collection profiles one such creature: the mother octopus who starves herself while watching over her eggs, the Chinese sturgeon whose migration route has been decimated by pollution and dams, the bizarre Bobbitt worm (named after Lorena), and other uncanny creatures lurking in the deep ocean, far below where the light reaches. Imbler discovers that some of the most radical models of family, community, and care can be found in the sea, from gelatinous chains that are both individual organisms and colonies of clones to deep-sea crabs that have no need for the sun, nourished instead by the chemicals and heat throbbing from the core of the Earth. Exploring themes of adaptation, survival, sexuality, and care, and weaving the wonders of marine biology with stories of their own family, relationships, and coming of age, How Far the Light Reaches is a book that invites us to envision wilder, grander, and more abundant possibilities for the way we live.",14617
"Opinions: A Decade of Arguments, Criticism, and Minding Other People's Business",ISBN not found,Roxane Gay,"Nonfiction, Essays, Feminism, Politics, Audiobook, Short Stories, LGBT",4.05,"2,274",383,320,Hardcover,"First published October 10, 2023","From beloved and bestselling author Roxane Gay, “a strikingly fresh cultural critic” (Washington Post) comes an exhilarating collection of her essays on culture, politics, and everything in between. Since the publication of the groundbreaking Bad Feminist and Hunger, Roxane Gay has continued to tackle big issues embroiling society—state-sponsored violence and mass shootings, women’s rights post-Dobbs, online disinformation, and the limits of empathy—alongside more individual topics: Can I tell my co-worker her perfume makes me sneeze? Is it acceptable to schedule a daily 8 am meeting?In her role as a New York Times opinion section contributor and the publication’s “Work Friend” columnist, Gay reaches millions of readers with her wise voice and sharp insights. Opinions is a collection of her best nonfiction pieces from the past ten years. Covering a wide range of topics—politics, feminism, the culture wars, civil rights, and much more—with an all-new introduction in which she reflects on the past decade in America, this sharp, thought-provoking anthology will delight Roxane Gay’s devotees and draw new readers to this inimitable talent.",4601
Eve: How the Female Body Drove 200 Million Years of Human Evolution,ISBN not found,Cat Bohannon,"Nonfiction, Science, History, Feminism, Biology, Womens, Audiobook",4.37,"4,002",743,624,Hardcover,"First published October 3, 2023","THE REAL ORIGIN OF OUR SPECIES: a myth-busting, eye-opening landmark account of how humans evolved, offering a paradigm shift in our thinking about what the female body is, how it came to be, and how this evolution still shapes all our lives today. How did the female body drive 200 million years of human evolution? • Why do women live longer than men? • Why are women more likely to get Alzheimer’s? • Why do girls score better at every academic subject than boys until puberty, when suddenly their scores plummet? • Is sexism useful for evolution? • And why, seriously why, do women have to sweat through our sheets every night when we hit menopause?  These questions are producing some truly exciting science—and in Eve, with boundless curiosity and sharp wit, Cat Bohannon covers the past 200 million years to explain the specific science behind the development of the female sex: ""We need a kind of user's manual for the female mammal. A no-nonsense, hard-hitting, seriously researched (but readable) account of what we are. How female bodies evolved, how they work, what it really means to biologically be a woman. Something that would rewrite the story of womanhood. This book is that story. We have to put the female body in the picture. If we don't, it's not just feminism that's compromised. Modern medicine, neurobiology, paleoanthropology, even evolutionary biology all take a hit when we ignore the fact that half of us have breasts. So it's time we talk about breasts. Breasts, and blood, and fat, and vaginas, and wombs—all of it. How they came to be and how we live with them now, no matter how weird or hilarious the truth is.""  Eve is not only a sweeping revision of human history, it's an urgent and necessary corrective for a world that has focused primarily on the male body for far too long. Picking up where Sapiens left off, Eve will completely change what you think you know about evolution and why Homo sapiens has become such a successful and dominant species.",4215
Cobalt Red: How the Blood of the Congo Powers Our Lives,ISBN not found,Siddharth Kara,"Nonfiction, History, Africa, Politics, Economics, Environment, Audiobook",4.38,"6,576","1,198",288,Hardcover,"First published January 31, 2023","The revelatory New York Times and Publishers Weekly bestseller, shortlisted for the Financial Times Best Business Book of the Year Award.An unflinching investigation reveals the human rights abuses behind the Congo’s cobalt mining operation―and the moral implications that affect us all.Cobalt Red is the searing, first-ever exposé of the immense toll taken on the people and environment of the Democratic Republic of the Congo by cobalt mining, as told through the testimonies of the Congolese people themselves. Activist and researcher Siddharth Kara has traveled deep into cobalt territory to document the testimonies of the people living, working, and dying for cobalt. To uncover the truth about brutal mining practices, Kara investigated militia-controlled mining areas, traced the supply chain of child-mined cobalt from toxic pit to consumer-facing tech giants, and gathered shocking testimonies of people who endure immense suffering and even die mining cobalt.Cobalt is an essential component to every lithium-ion rechargeable battery made today, the batteries that power our smartphones, tablets, laptops, and electric vehicles. Roughly 75 percent of the world’s supply of cobalt is mined in the Congo, often by peasants and children in sub-human conditions. Billions of people in the world cannot conduct their daily lives without participating in a human rights and environmental catastrophe in the Congo. In this stark and crucial book, Kara argues that we must all care about what is happening in the Congo―because we are all implicated.",3809
Hidden Potential: The Science of Achieving Greater Things,ISBN not found,Adam M. Grant,"Nonfiction, Self Help, Psychology, Business, Audiobook, Personal Development, Leadership",4.12,"20,343","1,593",304,Hardcover,"First published October 24, 2023","#1 New York Times Bestseller“This brilliant book will shatter your assumptions about what it takes to improve and succeed. I wish I could go back in time and gift it to my younger self. It would’ve helped me find a more joyful path to progress.” —Serena Williams, 23-time Grand Slam singles tennis championThe #1 New York Times bestselling author of Think Again illuminates how we can elevate ourselves and others to unexpected heights.We live in a world that’s obsessed with talent. We celebrate gifted students in school, natural athletes in sports, and child prodigies in music. But admiring people who start out with innate advantages leads us to overlook the distance we ourselves can travel. We underestimate the range of skills that we can learn and how good we can become. We can all improve at improving. And when opportunity doesn’t knock, there are ways to build a door.Hidden Potential offers a new framework for raising aspirations and exceeding expectations. Adam Grant weaves together groundbreaking evidence, surprising insights, and vivid storytelling that takes us from the classroom to the boardroom, the playground to the Olympics, and underground to outer space. He shows that progress depends less on how hard you work than how well you learn. Growth is not about the genius you possess—it’s about the character you develop. Grant explores how to build the character skills and motivational structures to realize our own potential, and how to design systems that create opportunities for those who have been underrated and overlooked.Many writers have chronicled the habits of superstars who accomplish great things. This book reveals how anyone can rise to achieve greater things. The true measure of your potential is not the height of the peak you’ve reached, but how far you’ve climbed to get there.",3789
Ultra-Processed People: The Science Behind Food That Isn't Food,ISBN not found,Chris van Tulleken,"Nonfiction, Health, Science, Food, Audiobook, Nutrition, Self Help",4.43,"14,142","1,835",384,Hardcover,"First published April 27, 2023","A manifesto to change how you eat and how you think about the human body.It’s not you, it’s the food.We have entered a new age of eating. For the first time in human history, most of our calories come from an entirely novel set of substances called Ultra-Processed Food. There’s a long, formal scientific definition, but it can be boiled down to this: if it’s wrapped in plastic and has at least one ingredient that you wouldn’t find in your kitchen, it’s UPF.These products are specifically engineered to behave as addictive substances, driving excess consumption. They are now linked to the leading cause of early death globally and the number one cause of environmental destruction. Yet almost all our staple foods are ultra-processed. UPF is our food culture and for many people it is the only available and affordable food.In this book, Chris van Tulleken, father, scientist, doctor, and award-winning BBC broadcaster, marshals the latest evidence to show how governments, scientists, and doctors have allowed transnational food companies to create a pandemic of diet-related disease. The solutions don’t lie in willpower, personal responsibility, or exercise. You’ll find no diet plan in this book―but join Chris as he undertakes a powerful self-experiment that made headlines around the world: under the supervision of colleagues at University College London he spent a month eating a diet of 80 percent UPF, typical for many children and adults in the United States. While his body became the subject of scientific scrutiny, he spoke to the world’s leading experts from academia, agriculture, and―most important―the food industry itself. But more than teaching him about the experience of the food, the diet switched off Chris’s own addiction to UPF.In a fast-paced and eye-opening narrative he explores the origins, science, and economics of UPF to reveal its catastrophic impact on our bodies and the planet. And he proposes real solutions for doctors, for policy makers, and for all of us who have to eat. A book that won’t only upend the way you shop and eat, Ultra-Processed People will open your eyes to the need for action on a global scale.",3697
Monsters: A Fan's Dilemma,ISBN not found,Claire Dederer,"Nonfiction, Essays, Art, Audiobook, Feminism, Memoir, Philosophy",3.81,"9,495","1,724",257,Hardcover,"First published April 25, 2023","From the author of the New York Times best seller Poser and the acclaimed memoir Love and Trouble, a passionate, provocative, blisteringly smart interrogation of how we make and experience art in the age of #MeToo, and of the link between genius and monstrosity.In this unflinching, deeply personal book that expands on her instantly viral Paris Review essay, What Do We Do with the Art of Monstrous Men? Claire Dederer asks: Can we love the work of Hemingway, Polanski, Naipaul, Miles Davis, or Picasso? Should we love it? Does genius deserve special dispensation? Is male monstrosity the same as female monstrosity? Does art have a mandate to depict the darker elements of the psyche? And what happens if the artist stares too long into the abyss? She explores the audience's relationship with artists from Woody Allen to Michael Jackson, asking: How do we balance our undeniable sense of moral outrage with our equally undeniable love of the work? In a more troubling vein, she wonders if an artist needs to be a monster in order to create something great. And if an artist is also a mother, does one identity inexorably, and fatally, interrupt the other? Highly topical, morally wise, honest to the core, Monsters is certain to incite a conversation about whether and how we can separate artists from their art.",3672
Punished for Dreaming: How School Reform Harms Black Children and How We Heal,ISBN not found,Bettina L. Love,"Nonfiction, Education, Race, History, Politics, Social Justice, Audiobook",4.41,694,151,352,Hardcover,"First published September 12, 2023","“I am an eighties baby who grew to hate school. I never fully understood why. Until now. Until Bettina Love unapologetically and painstakingly chronicled the last forty years of education ‘reform’ in this landmark book. I hated school because it warred on me. I hated school because I loved to dream.”―Ibram X. Kendi, New York Times bestselling author of How to be an AntiracistIn the tradition of Michelle Alexander, an unflinching reckoning with the impact of 40 years of racist public school policy on generations of Black livesIn Punished for Dreaming Dr. Bettina Love argues forcefully that Reagan’s presidency ushered in a War on Black Children, pathologizing and penalizing them in concert with the War on Drugs. New policies punished schools with policing, closure, and loss of funding in the name of reform, as white savior, egalitarian efforts increasingly allowed private interests to infiltrate the system. These changes implicated children of color, and Black children in particular, as low performing, making it all too easy to turn a blind eye to their disproportionate conviction and incarceration. Today, there is little national conversation about a structural overhaul of American schools; cosmetic changes, rooted in anti-Blackness, are now passed off as justice.It is time to put a price tag on the miseducation of Black children. In this prequel to The New Jim Crow , Dr. Love serves up a blistering account of four decades of educational reform through the lens of the people who lived it. Punished for Dreaming lays bare the devastating effect on 25 Black Americans caught in the intersection of economic gain and racist ideology. Then, with input from leading U.S. economists , Dr. Love offers a road map for repair, arguing for reparations with transformation for all children at its core.",2851
Never Finished: Unshackle Your Mind and Win the War Within,ISBN not found,David Goggins,"Self Help, Nonfiction, Biography, Personal Development, Audiobook, Psychology, Philosophy",4.45,"28,108","1,864",312,Hardcover,"First published December 6, 2022","This is not a self-help book. It's a wake-up call!Can't Hurt Me, David Goggins' smash hit memoir, demonstrated how much untapped ability we all have but was merely an introduction to the power of the mind. In Never Finished, Goggins takes you inside his Mental Lab, where he developed the philosophy, psychology, and strategies that enabled him to learn that what he thought was his limit was only his beginning and that the quest for greatness is unending. The stories and lessons in this raw, revealing, unflinching memoir offer the reader a blueprint they can use to climb from the bottom of the barrel into a whole new stratosphere that once seemed unattainable. Whether you feel off-course in life, are looking to maximize your potential or drain your soul to break through your so-called glass ceiling, this is the only book you will ever need.",2848
The Good Life: Lessons from the World's Longest Scientific Study of Happiness,9781982166694,Robert Waldinger,"Nonfiction, Psychology, Self Help, Science, Health, Philosophy, Personal Development",4.16,"7,473",869,352,Hardcover,"First published January 10, 2023","Alternate cover edition of ISBN 9781982166694.What makes for a happy life, a fulfilling life? A good life? In their “captivating” ( The Wall Street Journal) book, the directors of the Harvard Study of Adult Development, the longest scientific study of happiness ever conducted, show that the answer to these questions may be closer than you realize.What makes a life fulfilling and meaningful? The simple but surprising answer relationships. The stronger our relationships, the more likely we are to live happy, satisfying, and healthier lives. In fact, the Harvard Study of Adult Development reveals that the strength of our connections with others can predict the health of both our bodies and our brains as we go through life.The invaluable insights in this book emerge from the revealing personal stories of hundreds of participants in the Harvard Study as they were followed year after year for their entire adult lives, and this wisdom was bolstered by research findings from many other studies. Relationships in all their forms—friendships, romantic partnerships, families, coworkers, tennis partners, book club members, Bible study groups—all contribute to a happier, healthier life. And as The Good Life shows us, it’s never too late to strengthen the relationships you already have, and never too late to build new ones. The Good Life provides examples of how to do this.Dr. Waldinger’s TED Talk about the Harvard Study, “What Makes a Good Life,” has been viewed more than 42 million times and is one of the ten most-watched TED talks ever. The Good Life has been praised by bestselling authors Jay Shetty “an empowering quest towards our greatest meaningful human connection”), Angela Duckworth (“In a crowded field of life advice...Schulz and Waldinger stand apart”), and happiness expert Laurie Santos (“Waldinger and Schulz are world experts on the counterintuitive things that make life meaningful”).With “insightful [and] interesting” (Daniel Gilbert, New York Times bestselling author of Stumbling on Happiness) life stories, The Good Life shows us how we can make our lives happier and more meaningful through our connections to others.",2616
Build the Life You Want: The Art and Science of Getting Happier,ISBN not found,Arthur C. Brooks,"Self Help, Nonfiction, Psychology, Personal Development, Audiobook, Science, Mental Health",3.81,"7,216",723,272,Hardcover,"Published September 12, 2023","You can get happier. And getting there will be the adventure of your lifetime.In Build the Life You Want , Arthur C. Brooks and Oprah Winfrey invite you to begin a journey toward greater happiness no matter how challenging your circumstances. Drawing on cutting-edge science and their years of helping people translate ideas into action, they show you how to improve your life right now instead of waiting for the outside world to change.With insight, compassion, and hope, Brooks and Winfrey reveal how the tools of emotional self-management can change your life―immediately. They recommend practical, research-based practices to build the four pillars of family, friendship, work, and faith. And along the way, they share hard-earned wisdom from their own lives and careers as well as the witness of regular people whose lives are joyful despite setbacks and hardship.Equipped with the tools of emotional self-management and ready to build your four pillars, you can take control of your present and future rather than hoping and waiting for your circumstances to improve. Build the Life You Want is your blueprint for a better life.",2202
The Woman in Me,ISBN not found,Britney Spears,"Nonfiction, Audiobook, Memoir, Biography, Autobiography, Music, Biography Memoir",3.90,"387,240","44,349",288,Hardcover,"First published October 24, 2023","The Woman in Me is a brave and astonishingly moving story about freedom, fame, motherhood, survival, faith, and hope.In June 2021, the whole world was listening as Britney Spears spoke in open court. The impact of sharing her voice—her truth—was undeniable, and it changed the course of her life and the lives of countless others. The Woman in Me reveals for the first time her incredible journey—and the strength at the core of one of the greatest performers in pop music history. Written with remarkable candor and humor, Spears’s groundbreaking book illuminates the enduring power of music and love—and the importance of a woman telling her own story, on her own terms, at last.",132867
Spare,ISBN not found,Prince Harry,"Nonfiction, Memoir, Audiobook, Biography, Autobiography, Biography Memoir, Adult",3.86,"355,249","39,308",410,Hardcover,"First published January 10, 2023","It was one of the most searing images of the twentieth century: two young boys, two princes, walking behind their mother’s coffin as the world watched in sorrow—and horror. As Princess Diana was laid to rest, billions wondered what Prince William and Prince Harry must be thinking and feeling—and how their lives would play out from that point on.For Harry, this is that story at last.Before losing his mother, twelve-year-old Prince Harry was known as the carefree one, the happy-go-lucky Spare to the more serious Heir. Grief changed everything. He struggled at school, struggled with anger, with loneliness—and, because he blamed the press for his mother’s death, he struggled to accept life in the spotlight.At twenty-one, he joined the British Army. The discipline gave him structure, and two combat tours made him a hero at home. But he soon felt more lost than ever, suffering from post-traumatic stress and prone to crippling panic attacks. Above all, he couldn’t find true love. Then he met Meghan. The world was swept away by the couple’s cinematic romance and rejoiced in their fairy-tale wedding. But from the beginning, Harry and Meghan were preyed upon by the press, subjected to waves of abuse, racism, and lies. Watching his wife suffer, their safety and mental health at risk, Harry saw no other way to prevent the tragedy of history repeating itself but to flee his mother country. Over the centuries, leaving the Royal Family was an act few had dared. The last to try, in fact, had been his mother. . . .For the first time, Prince Harry tells his own story, chronicling his journey with raw, unflinching honesty. A landmark publication, Spare is full of insight, revelation, self-examination, and hard-won wisdom about the eternal power of love over grief.",71461
Pageboy: A Memoir,ISBN not found,Elliot Page,"Nonfiction, Memoir, LGBT, Audiobook, Queer, Biography, Biography Memoir",3.76,"53,957","8,269",288,Hardcover,"First published June 6, 2023","Pageboy is a groundbreaking coming-of-age memoir from the Academy Award-nominated actor Elliot Page. A generation-defining actor and one of the most famous trans advocates of our time, Elliot will now be known as an uncommon literary talent, as he shares never-before-heard details and intimate interrogations on gender, love, mental health, relationships, and Hollywood.",44624
You Could Make This Place Beautiful,ISBN not found,Maggie  Smith,"Memoir, Nonfiction, Poetry, Audiobook, Biography Memoir, Biography, Essays",4.11,"23,209","3,293",320,Hardcover,"First published April 11, 2023","In her memoir You Could Make This Place Beautiful, poet Maggie Smith explores the disintegration of her marriage and her renewed commitment to herself in lyrical vignettes that shine, hard and clear as jewels. The book begins with one woman’s personal, particular heartbreak, but its circles widen into a reckoning with contemporary womanhood, traditional gender roles, and the power dynamics that persist even in many progressive homes. With the spirit of self-inquiry and empathy she’s known for, Smith interweaves snapshots of a life with meditations on secrets, anger, forgiveness, and narrative itself. The power of these pieces is cumulative: page after page, they build into a larger interrogation of family, work, and patriarchy.You Could Make This Place Beautiful, like the work of Deborah Levy, Rachel Cusk, and Gina Frangello, is an unflinching look at what it means to live and write our own lives. It is a story about a mother’s fierce and constant love for her children, and a woman’s love and regard for herself. Above all, this memoir is an argument for possibility. With a poet’s attention to language and an innovative approach to the genre, Smith reveals how, in the aftermath of loss, we can discover our power and make something new. Something beautiful.",21286
Counting the Cost,ISBN not found,Jill Duggar,"Nonfiction, Memoir, Audiobook, Biography, Religion, Christian, Biography Memoir",4.15,"85,124","8,241",288,Hardcover,"First published September 12, 2023","INSTANT NEW YORK TIMES BESTSELLERFor the first time, discover the unedited truth about the Duggars, the traditional Christian family that captivated the nation on TLC’s hit show 19 Kids and Counting . Jill Duggar and her husband Derick are finally ready to share their story, revealing the secrets, manipulation, and intimidation behind the show that remained hidden from their fans.Jill and Derick knew a normal life wasn’t possible for them. As a star on the popular TLC reality show 19 Kids and Counting , Jill grew up in front of viewers who were fascinated by her family’s way of life. She was the responsible, second daughter of Jim Bob and Michelle’s nineteen kids; always with a baby on her hip and happy to wear the modest ankle-length dresses with throat-high necklines. She didn’t protest the strict model of patriarchy that her family followed, which declares that men are superior, that women are expected to be wives and mothers and are discouraged from attaining a higher education, and that parental authority over their children continues well into adulthood, even once they are married.But as Jill got older, married Derick, and they embarked on their own lives, the red flags became too obvious to ignore.For as long as they could, Jill and Derick tried to be obedient family members—they weren’t willing to rock the boat. But now they’re raising a family of their own, and they’re done with the secrets. Thanks to time, tears, therapy, and blessings from God, they have the strength to share their journey. Theirs is a remarkable story of the power of the truth and is a moving example of how to find healing through honesty.",20069
All My Knotted-Up Life: A Memoir,ISBN not found,Beth Moore,"Memoir, Nonfiction, Audiobook, Christian, Biography, Faith, Biography Memoir",4.48,"34,360","4,721",304,Hardcover,"First published February 21, 2023","New York Times, Publishers Weekly, and Wall Street Journal bestseller!An incredibly thoughtful, disarmingly funny, and intensely vulnerable glimpse into the life and ministry of a woman familiar to many but known by few.“It’s a peculiar thing, this having lived long enough to take a good look back. We go from knowing each other better than we know ourselves to barely sure if we know each other at all, to precisely sure that we don’t. All my knotted-up life I’ve longed for the sanity and simplicity of knowing who’s good and who’s bad. I’ve wanted to know this about myself as much as anyone. This was not theological. It was strictly relational. God could do what he wanted with eternity. I was just trying to make it here in the meantime. As benevolent as he has been in a myriad of ways, God has remained aloof on this uncomplicated request .” – Beth MooreNew York Times best-selling author, speaker, visionary, and founder of Living Proof Ministries Beth Moore has devoted her whole life to helping women across the globe come to know the transforming power of Jesus. An established writer of many acclaimed books and Bible studies for women on spiritual growth and personal development, Beth now unveils her own story in a much-anticipated debut memoir.All My Knotted-Up Life All My Knotted-Up Life is told with surprising candor about some of the personal heartbreaks and behind-the-scenes challenges that have marked Beth’s life. But beyond that, it’s a beautifully crafted portrait of resilience and survival, a poignant reminder of God’s enduring faithfulness, and proof positive that if we ever truly took the time to hear people’s full stories . . . we’d all walk around slack-jawed.",18179
