title,ISBN,author,genre,rating,number_of_ratings,number_of_reviews,pages,format,publish info,description,Votes
The First to Die at the End,ISBN not found,Adam Silvera,"Romance, LGBT, Young Adult, Fiction, Queer, Contemporary, Fantasy",4.02,"80,352","9,290",560,Hardcover,"First published October 4, 2022","In this prequel to #1 New York Times bestselling phenomenon They Both Die at the End, two new strangers spend a life-changing day together after Death-Cast first makes their fateful calls.It’s the night before Death-Cast goes live, and there’s one question on everyone’s mind: Can Death-Cast actually predict when someone will die, or is it just an elaborate hoax?Orion Pagan has waited years for someone to tell him that he’s going to die. He has a serious heart condition, and he signed up for Death-Cast so he could know what’s coming.Valentino Prince is restarting his life in New York. He has a long and promising future ahead and he only registered for Death-Cast after his twin sister nearly died in a car accident.Orion and Valentino cross paths in Times Square and immediately feel a deep connection. But when the first round of End Day calls goes out, their lives are changed forever—one of them receives a call, and the other doesn’t. Though neither boy is certain how the day will end, they know they want to spend it together…even if that means their goodbye will be heartbreaking.Told with acclaimed author Adam Silvera’s signature bittersweet touch, this story celebrates the lasting impact that people have on each other and proves that life is always worth living to the fullest.",28871
I Must Betray You,ISBN not found,Ruta Sepetys,"Historical Fiction, Young Adult, Fiction, Historical, Audiobook, Romania, War",4.41,"69,215","10,580",321,Hardcover,"First published February 1, 2022","Romania, 1989. Communist regimes are crumbling across Europe. Seventeen-year-old Cristian Florescu dreams of becoming a writer, but Romanians aren’t free to dream; they are bound by rules and force. Amidst the tyrannical dictatorship of Nicolae Ceaușescu in a country governed by isolation and fear, Cristian is blackmailed by the secret police to become an informer. He’s left with only two choices: betray everyone and everything he loves—or use his position to creatively undermine the most notoriously evil dictator in Eastern Europe. Cristian risks everything to unmask the truth behind the regime, give voice to fellow Romanians, and expose to the world what is happening in his country. He eagerly joins the revolution to fight for change when the time arrives. But what is the cost of freedom?A gut-wrenching, startling window into communist Romania and the citizen spy network that devastated a nation, from the number one New York Times best-selling, award-winning author of Salt to the Sea and Between Shades of Gray.",26919
Anatomy,ISBN not found,Dana Schwartz,"Historical Fiction, Romance, Young Adult, Fiction, Fantasy, Historical, Mystery",3.84,"77,107","11,578",338,Hardcover,"First published January 18, 2022","Edinburgh, 1817. Hazel Sinnett is a lady who wants to be a surgeon more than she wants to marry. Jack Currer is a resurrection man who’s just trying to survive in a city where it’s too easy to die. When the two of them have a chance encounter outside the Edinburgh Anatomist’s Society, Hazel thinks nothing of it at first. But after she gets kicked out of renowned surgeon Dr. Beecham’s lectures for being the wrong gender, she realizes that her new acquaintance might be more helpful than she first thought. Because Hazel has made a deal with Dr. Beecham: if she can pass the medical examination on her own, the university will allow her to enroll. Without official lessons, though, Hazel will need more than just her books – she’ll need bodies to study, corpses to dissect. Lucky that she’s made the acquaintance of someone who digs them up for a living, then. But Jack has his own problems: strange men have been seen skulking around cemeteries, his friends are disappearing off the streets. Hazel and Jack work together to uncover the secrets buried not just in unmarked graves, but in the very heart of Edinburgh society.A gothic tale full of mystery and romance about a willful female surgeon, a resurrection man who sells bodies for a living, and the buried secrets they must uncover together.",26504
All My Rage,ISBN not found,Sabaa Tahir,"Young Adult, Fiction, Contemporary, Romance, Audiobook, Historical Fiction, Realistic Fiction",4.51,"46,973","8,211",376,Hardcover,"First published March 1, 2022","
Lahore, Pakistan. Then.
Misbah is a dreamer and storyteller, newly married to Toufiq in an arranged match. After their young life is shaken by tragedy, they come to the United States and open the Cloud’s Rest Inn Motel, hoping for a new start.
Juniper, California. Now.
Salahudin and Noor are more than best friends; they are family. Growing up as outcasts in the small desert town of Juniper, California, they understand each other the way no one else does. Until The Fight, which destroys their bond with the swift fury of a star exploding.  Now, Sal scrambles to run the family motel as his mother Misbah’s health fails and his grieving father loses himself to alcoholism. Noor, meanwhile, walks a harrowing tightrope: working at her wrathful uncle’s liquor store while hiding the fact that she’s applying to college so she can escape him—and Juniper—forever. When Sal’s attempts to save the motel spiral out of control, he and Noor must ask themselves what friendship is worth—and what it takes to defeat the monsters in their pasts and the ones in their midst.  From one of today’s most cherished and bestselling young adult authors comes a breathtaking novel of young love, old regrets, and forgiveness—one that’s both tragic and poignant in its tender ferocity.",23683
I Fell in Love with Hope,ISBN not found,Lancali.,"Romance, Fiction, Contemporary, Young Adult, LGBT, Poetry, Queer",3.94,"20,930","4,275",402,Paperback,"First published August 1, 2022","Against the unforgiving landscape of a hospital, I fell in love with a mischievous, sun-eyed boy who became my only joy in that desolate place. That’s what made it all the more soul-crushing when he committed suicide in front of me.Since then, I've sworn never to love anyone again. With three exceptions: My friends, Sony, Neo, and Coeur, a little gang of rebellious, dying kids. Sony leads the charge with the air of freedom and only one lung to breathe it. Neo, a bad-tempered and wheel-chaired writer, keeps track of our great deeds from stealing to terrorizing our nurse. Coeur is the beautiful boy, the muscle, the gentle giant with a failing heart.Before death inevitably knocks down our doors, my thieves and I have one last heist planned. A great escape that will take us far from abusive parents, crippling loss, and the realities of our diseases. So what happens when someone else walks through the door? What happens when a girl joins our party and renders me speechless with her mischievous smile? What happens when she has suns in her eyes, and as terrified as I am to lose again, I start to fall?Trigger warnings found in forewordWritten By Lancali",22486
Family of Liars,ISBN not found,E. Lockhart,"Young Adult, Mystery, Fiction, Thriller, Contemporary, Mystery Thriller, Audiobook",3.78,"85,999","8,252",299,Hardcover,"First published May 3, 2022","The prequel to We Were Liars takes readers back to the story of another summer, another generation, and the secrets that will haunt them for decades to come. A windswept private island off the coast of Massachusetts. A hungry ocean, churning with secrets and sorrow.A fiery, addicted heiress. An irresistible, unpredictable boy. A summer of unforgivable betrayal and terrible mistakes. Welcome back to the Sinclair family. They were always liars.",22296
The Lesbiana's Guide to Catholic School,ISBN not found,Sonora Reyes,"LGBT, Young Adult, Romance, Queer, Lesbian, Contemporary, Fiction",4.29,"21,539","4,533",385,Hardcover,"First published May 17, 2022","A debut novel about a queer Mexican American girl navigating Catholic school, while falling in love and learning to celebrate her true self.Sixteen-year-old Yamilet Flores prefers to be known for her killer eyeliner, not for being one of the only Mexican kids at her new, mostly white, very rich Catholic school. But at least here no one knows she's gay, and Yami intends to keep it that way.After being outed by her crush and ex-best friend before transferring to Slayton Catholic, Yami has new priorities: keep her brother out of trouble, make her mom proud, and, most importantly, don't fall in love. Granted, she's never been great at any of those things, but that's a problem for Future Yami.The thing is, it's hard to fake being straight when Bo, the only openly queer girl at school, is so annoyingly perfect. And smart. And talented. And cute. So cute. Either way, Yami isn't going to make the same mistake again. If word got back to her mom, she could face a lot worse than rejection. So she'll have to start asking, WWSGD: What would a straight girl do?",17123
As Long as the Lemon Trees Grow,ISBN not found,Zoulfa Katouh,"Historical Fiction, Fiction, Young Adult, Romance, Contemporary, Historical, Fantasy",4.51,"46,600","9,076",417,Hardcover,"First published September 13, 2022","Salama Kassab was a pharmacy student when the cries for freedom broke out in Syria. She still had her parents and her big brother; she still had her home. She had a normal teenager’s life. Now Salama volunteers at a hospital in Homs, helping the wounded who flood through the doors daily. Secretly, though, she is desperate to find a way out of her beloved country before her sister-in-law, Layla, gives birth. So desperate, that she has manifested a physical embodiment of her fear in the form of her imagined companion, Khawf, who haunts her every move in an effort to keep her safe. But even with Khawf pressing her to leave, Salama is torn between her loyalty to her country and her conviction to survive. Salama must contend with bullets and bombs, military assaults, and her shifting sense of morality before she might finally breathe free. And when she crosses paths with the boy she was supposed to meet one fateful day, she starts to doubt her resolve in leaving home at all. Soon, Salama must learn to see the events around her for what they truly are—not a war, but a revolution—and decide how she, too, will cry for Syria’s freedom.",5750
The Weight of Blood,ISBN not found,Tiffany D. Jackson,"Horror, Young Adult, Thriller, Fiction, Audiobook, Mystery, Retellings",4.22,"22,293","4,664",416,Hardcover,"First published September 6, 2022",""" New York Times bestselling author Tiffany D. Jackson ramps up the horror and tackles America's history and legacy of racism in this suspenseful YA novel following a biracial teenager as her Georgia high school hosts its first integrated prom.When Springville residents—at least the ones still alive—are questioned about what happened on prom night, they all have the same explanation … Maddy did it.An outcast at her small-town Georgia high school, Madison Washington has always been a teasing target for bullies. And she's dealt with it because she has more pressing problems to manage. Until the morning a surprise rainstorm reveals her most closely kept Maddy is biracial. She has been passing for white her entire life at the behest of her fanatical white father, Thomas Washington.After a viral bullying video pulls back the curtain on Springville High's racist roots, student leaders come up with a plan to change their host the school's first integrated prom as a show of unity. The popular white class president convinces her Black superstar quarterback boyfriend to ask Maddy to be his date, leaving Maddy wondering if it's possible to have a normal life.But some of her classmates aren't done with her just yet. And what they don't know is that Maddy still has another secret … one that will cost them all their lives. """,5448
You'll Be the Death of Me,ISBN not found,Karen M. McManus,"Mystery, Young Adult, Thriller, Mystery Thriller, Contemporary, Fiction, Audiobook",3.74,"65,146","7,198",336,Hardcover,"First published November 30, 2021","Ivy, Mateo, and Cal used to be close. Now all they have in common is Carlton High and the beginning of a very bad day.Type A Ivy lost a student council election to the class clown, and now she has to face the school, humiliated. Heartthrob Mateo is burned out--he's been working two jobs since his family's business failed. And outsider Cal just got stood up.... again.So when Cal pulls into campus late for class and runs into Ivy and Mateo, it seems like the perfect opportunity to turn a bad day around. They'll ditch and go into the city. Just the three of them, like old times. Except they've barely left the parking lot before they run out of things to say...Until they spot another Carlton High student skipping school--and follow him to the scene of his own murder. In one chance move, their day turns from dull to deadly. And it's about to get worse.It turns out Ivy, Mateo, and Cal still have some things in common. They all have a connection to the dead kid. And they're all hiding something.Now they're all wondering--could it be that their chance reconnection wasn't by chance after all?From the author of One of Us Is Lying comes a brand-new pulse-pounding thriller. It's Ferris Bueller's Day Off with murder when three old friends relive an epic ditch day, and it goes horribly--and fatally--wrong.",5344
She Gets the Girl,ISBN not found,Rachael Lippincott,"Romance, LGBT, Lesbian, Queer, Young Adult, Contemporary, Fiction",4.12,"55,291","9,470",384,Hardcover,"First published April 5, 2022","She’s All That meets What If It’s Us in this swoon-worthy hate-to-love YA romantic comedy from #1 New York Times bestselling coauthor of Five Feet Apart Rachael Lippincott and debut writer Alyson Derrick.Alex Blackwood is a little bit headstrong, with a dash of chaos and a whole lot of flirt. She knows how to get the girl. Keeping her on the other hand…not so much. Molly Parker has everything in her life totally in control, except for her complete awkwardness with just about anyone besides her mom. She knows she’s in love with the impossibly cool Cora Myers. She just…hasn’t actually talked to her yet.Alex and Molly don’t belong on the same planet, let alone the same college campus. But when Alex, fresh off a bad (but hopefully not permanent) breakup, discovers Molly’s hidden crush as their paths cross the night before classes start, they realize they might have a common interest after all. Because maybe if Alex volunteers to help Molly learn how to get her dream girl to fall for her, she can prove to her ex that she’s not a selfish flirt. That she’s ready for an actual commitment. And while Alex is the last person Molly would ever think she could trust, she can’t deny Alex knows what she’s doing with girls, unlike her.As the two embark on their five-step plans to get their girls to fall for them, though, they both begin to wonder if maybe they’re the ones falling…for each other.",5274
Hell Followed With Us,ISBN not found,Andrew Joseph White,"Horror, Fantasy, Queer, LGBT, Young Adult, Dystopia, Fiction",4.15,"18,982","4,491",416,Hardcover,"First published June 7, 2022","Prepare to die. His kingdom is near.Sixteen-year-old trans boy Benji is on the run from the cult that raised him—the fundamentalist sect that unleashed Armageddon and decimated the world’s population. Desperately, he searches for a place where the cult can’t get their hands on him, or more importantly, on the bioweapon they infected him with. But when cornered by monsters born from the destruction, Benji is rescued by a group of teens from the local Acheson LGBTQ+ Center, affectionately known as the ALC. The ALC’s leader, Nick, is gorgeous, autistic, and a deadly shot, and he knows Benji’s darkest secret: the cult’s bioweapon is mutating him into a monster deadly enough to wipe humanity from the earth once and for all.  Still, Nick offers Benji shelter among his ragtag group of queer teens, as long as Benji can control the monster and use its power to defend the ALC. Eager to belong, Benji accepts Nick’s terms…until he discovers the ALC’s mysterious leader has a hidden agenda, and more than a few secrets of his own. A furious, queer debut novel about embracing the monster within and unleashing its power against your oppressors. Perfect for fans of Gideon the Ninth and Annihilation.",4337
See You Yesterday,ISBN not found,Rachel Lynn Solomon,"Romance, Young Adult, Contemporary, Time Travel, Fiction, Science Fiction, New Adult",3.90,"23,838","4,402",419,Hardcover,"First published May 17, 2022","Barrett Bloom is hoping college will be a fresh start after a messy high school experience. But when school begins on September 21st, everything goes wrong. She’s humiliated by the know-it-all in her physics class, she botches her interview for the college paper, and at a party that night, she accidentally sets a frat on fire. She panics and flees, and when she realizes her roommate locked her out of their dorm, she falls asleep in the common room. The next morning, Barrett’s perplexed to find herself back in her dorm room bed, no longer smelling of ashes and crushed dreams. It’s September 21st. Again. And after a confrontation with Miles, the guy from Physics 101, she learns she’s not alone—he’s been trapped for months. When her attempts to fix her timeline fail, she agrees to work with Miles to find a way out. Soon they’re exploring the mysterious underbelly of the university and going on wild, romantic adventures. As they start falling for each other, they face the universe’s biggest unanswered question yet: what happens to their relationship if they finally make it to tomorrow?",4275
My Mechanical Romance,ISBN not found,Alexene Farol Follmuth,"Romance, Young Adult, Contemporary, Contemporary Romance, Fiction, Young Adult Romance, Audiobook",3.87,"19,645","5,136",272,Hardcover,"First published May 31, 2022","Opposites attract in this battle-robot-building YA romance from the NYT best-selling author of The Atlas Six.Bel would rather die than think about the future. College apps? You’re funny. Extracurriculars? Not a chance. But when she accidentally reveals a talent for engineering at school, she’s basically forced into joining the robotics club. Even worse? All the boys ignore Bel—and Neelam, the only other girl on the team, doesn't seem to like her either. Enter Mateo Luna, captain of the club, who recognizes Bel as a potential asset—until they start butting heads. Bel doesn’t care about Nationals, while Teo cares too much. But as the nights of after-school work grow longer and longer, Bel and Teo realize they've made more than just a combat-ready robot for the championship: they’ve made each other and the team better. Because girls do belong in STEM. In her YA debut, Alexene Farol Follmuth, author of The Atlas Six (under the penname Olivie Blake), explores both the challenges girls of color face in STEM and the vulnerability of first love with unfailing wit and honesty. With an adorable, opposites-attract romance at its center and lines that beg to be read aloud, My Mechanical Romance is swoonworthy perfection. A Junior Library Guild Gold Standard Selection",3892
Nothing More to Tell,ISBN not found,Karen M. McManus,"Mystery, Young Adult, Thriller, Mystery Thriller, Fiction, Contemporary, Audiobook",3.91,"49,650","5,722",358,Hardcover,"First published August 30, 2022","Four years ago, Brynn left Saint Ambrose School following the shocking murder of her favorite teacher—a story that made headlines after the teacher’s body was found by three Saint Ambrose students in the woods behind their school. The case was never solved. Now that Brynn is moving home and starting her dream internship at a true-crime show, she’s determined to find out what really happened. The kids who found Mr. Larkin are her way in, and her ex–best friend, Tripp Talbot, was one of them. Without his account of events, the other two kids might have gone down for Mr. Larkin’s murder—but instead, thanks to Tripp, they're now at the top of the Saint Ambrose social pyramid. Tripp’s friends have never forgotten what Tripp did for them that day, and neither has he. Just like he hasn’t forgotten that everything he told the police was a lie.Digging into the past is bound to shake up the present, and when Brynn begins to investigate what happened in the woods that day, she uncovers secrets that might change everything—about Saint Ambrose, about Mr. Larkin, and about her ex-best friend, Tripp Talbot.Four years ago someone got away with murder. More terrifying is that they might be closer than anyone thinks.",3830
Ophelia After All,ISBN not found,Racquel Marie,"LGBT, Young Adult, Contemporary, Romance, Lesbian, Queer, Fiction",4.08,"10,177","2,759",341,Hardcover,"First published February 8, 2022","A teen girl navigates friendship drama, the end of high school, and discovering her queerness in Ophelia After All, a hilarious and heartfelt contemporary YA debut by author Racquel Marie.Ophelia Rojas knows what she likes: her best friends, Cuban food, rose-gardening, and boys - way too many boys. Her friends and parents make fun of her endless stream of crushes, but Ophelia is a romantic at heart. She couldn't change, even if she wanted to.So when she finds herself thinking more about cute, quiet Talia Sanchez than the loss of a perfect prom with her ex-boyfriend, seeds of doubt take root in Ophelia's firm image of herself. Add to that the impending end of high school and the fracturing of her once-solid friend group, and things are spiraling a little out of control. But the course of love--and sexuality--never did run smooth. As her secrets begin to unravel, Ophelia must make a choice between clinging to the fantasy version of herself she's always imagined or upending everyone's expectations to rediscover who she really is, after all.",2165
A Show for Two,ISBN not found,Tashie Bhuiyan,"Romance, Contemporary, Young Adult, Fiction, Young Adult Romance, Contemporary Romance, Young Adult Contemporary",3.93,"4,979","1,258",416,Hardcover,"First published May 10, 2022","Mina Rahman has a plan for her future: • Finally win the Golden Ivy student film competition, • Get into her dream school across the country, • Leave New York City behind once and for all, Mina's ticket to winning the competition falls into her lap when indie film star—and known heartbreaker—Emmitt Ramos enrolls in her high school under a secret identity to research his next role. When Mina sets out to persuade Emmitt to join her cause, he offers her a deal instead: he'll be in her short film… if she acts as a tour guide to help him with a photography contest. As Mina ventures across the five boroughs with Emmitt by her side, the city she grew up in starts to look different and more like home than it ever has before. With the competition deadline looming, Mina's dreams—which once seemed impenetrable—begin to crumble, and she’s forced to ask herself: Is winning worth losing everything?",1272
Gallant,ISBN not found,V.E.  Schwab,"Fantasy, Young Adult, Horror, Fiction, Paranormal, Gothic, Mystery",3.72,"112,169","19,940",338,Hardcover,"First published March 1, 2022","Everything casts a shadow. Even the world we live in. And as with every shadow, there is a place where it must touch. A seam, where the shadow meets its source.Olivia Prior has grown up in Merilance School for girls, and all she has of her past is her mother’s journal—which seems to unravel into madness. Then, a letter invites Olivia to come home—to Gallant. Yet when Olivia arrives, no one is expecting her. But Olivia is not about to leave the first place that feels like home, it doesn’t matter if her cousin Matthew is hostile or if she sees half-formed ghouls haunting the hallways.Olivia knows that Gallant is hiding secrets, and she is determined to uncover them. When she crosses a ruined wall at just the right moment, Olivia finds herself in a place that is Gallant—but not. The manor is crumbling, the ghouls are solid, and a mysterious figure rules over all. Now Olivia sees what has unraveled generations of her family, and where her father may have come from.Olivia has always wanted to belong somewhere, but will she take her place as a Prior, protecting our world against the Master of the House? Or will she take her place beside him?",40467
Bloodmarked,ISBN not found,Tracy Deonn,"Fantasy, Young Adult, Romance, Fiction, Young Adult Fantasy, Urban Fantasy, Retellings",4.33,"54,698","9,744",576,Hardcover,"First published November 8, 2022","The shadows have risen, and the line is law. All Bree wanted was to uncover the truth behind her mother’s death. So she infiltrated the Legendborn Order, a secret society descended from King Arthur’s knights—only to discover her own ancestral power. Now, Bree has become someone new: A Medium. A Bloodcrafter. A Scion. But the ancient war between demons and the Order is rising to a deadly peak. And Nick, the Legendborn boy Bree fell in love with, has been kidnapped. Bree wants to fight, but the Regents who rule the Order won’t let her. To them, she is an unknown girl with unheard-of power, and as the living anchor for the spell that preserves the Legendborn cycle, she must be protected. When the Regents reveal they will do whatever it takes to hide the war, Bree and her friends must go on the run to rescue Nick themselves. But enemies are everywhere, Bree’s powers are unpredictable and dangerous, and she can’t escape her growing attraction to Selwyn, the mage sworn to protect Nick until death. If Bree has any hope of saving herself and the people she loves, she must learn to control her powers from the ancestors who wielded them first—without losing herself in the process.",37691
Kingdom of the Feared,ISBN not found,Kerri Maniscalco,"Fantasy, Romance, Fantasy Romance, Young Adult, Witches, New Adult, Paranormal",3.88,"104,011","12,426",401,Hardcover,"First published September 27, 2022","Emilia is reeling from the shocking discovery that her twin sister, Vittoria, is alive. But before she faces the demons of her past, Emilia yearns to claim her king, the seductive Prince of Wrath, in the flesh. Emilia doesn’t simply desire his body, she wants his heart and soul—but that’s something the enigmatic demon can’t promise her.When a high-ranking member of House Greed is assassinated, Emilia and Wrath are drawn to the rival demon court. Damning evidence points to Vittoria as the murderer and she’s quickly declared an enemy of the Seven Circles. Despite her betrayal, Emilia will do anything to solve this new mystery and find out who her sister really is.Together Emilia and Wrath play a sin-fueled game of deception as they work to stop the unrest that’s brewing between witches, demons, shape-shifters and the most treacherous foes of all: the Feared.Emilia was warned that when it came to the Wicked nothing was as it seemed. But, have the true villains been much closer all along? When the truth is finally revealed, it just might end up costing Emilia her heart.Two curses.One prophecy.A reckoning all have feared.And a love more powerful than fate. All hail the king and queen of Hell.From the #1 New York Times bestselling author of the Stalking the Jack the Ripper series comes the steamy conclusion to Kingdom of the Wicked trilogy.",34823
The Ballad of Never After,ISBN not found,Stephanie Garber,"Fantasy, Young Adult, Romance, Fantasy Romance, Young Adult Fantasy, Fiction, Magic",4.53,"205,839","36,863",404,Hardcover,"First published September 13, 2022","Not every love is meant to be.After Jacks, the Prince of Hearts, betrays her, Evangeline Fox swears she'll never trust him again. Now that she’s discovered her own magic, Evangeline believes she can use it to restore the chance at happily ever after that Jacks stole away.But when a new terrifying curse is revealed, Evangeline finds herself entering into a tenuous partnership with the Prince of Hearts again. Only this time, the rules have changed. Jacks isn’t the only force Evangeline needs to be wary of. In fact, he might be the only one she can trust, despite her desire to despise him.Instead of a love spell wreaking havoc on Evangeline’s life, a murderous spell has been cast. To break it, Evangeline and Jacks will have to do battle with old friends, new foes, and a magic that plays with heads and hearts. Evangeline has always trusted her heart, but this time she’s not sure she can...",32165
The Girl Who Fell Beneath the Sea,ISBN not found,Axie Oh,"Fantasy, Young Adult, Romance, Mythology, Fiction, Retellings, Young Adult Fantasy",4.12,"64,872","12,639",325,Hardcover,"First published February 22, 2022","Deadly storms have ravaged Mina’s homeland for generations. Floods sweep away entire villages, while bloody wars are waged over the few remaining resources. Her people believe the Sea God, once their protector, now curses them with death and despair. In an attempt to appease him, each year a beautiful maiden is thrown into the sea to serve as the Sea God’s bride, in the hopes that one day the “true bride” will be chosen and end the suffering.Many believe that Shim Cheong, the most beautiful girl in the village—and the beloved of Mina’s older brother Joon—may be the legendary true bride. But on the night Cheong is to be sacrificed, Joon follows Cheong out to sea, even knowing that to interfere is a death sentence. To save her brother, Mina throws herself into the water in Cheong’s stead.Swept away to the Spirit Realm, a magical city of lesser gods and mythical beasts, Mina seeks out the Sea God, only to find him caught in an enchanted sleep. With the help of a mysterious young man named Shin—as well as a motley crew of demons, gods and spirits—Mina sets out to wake the Sea God and bring an end to the killer storms once and for all.But she doesn’t have much time: A human cannot live long in the land of the spirits. And there are those who would do anything to keep the Sea God from waking…",28009
Cytonic,ISBN not found,Brandon Sanderson,"Science Fiction, Young Adult, Fantasy, Fiction, Audiobook, Adventure, Space",4.08,"49,636","4,985",415,Hardcover,"First published November 23, 2021","Spensa’s life as a Defiant Defense Force pilot has been far from ordinary. She proved herself one of the best starfighters in the human enclave of Detritus and she saved her people from extermination at the hands of the Krell—the enigmatic alien species that has been holding them captive for decades. What’s more, she traveled light-years from home as an undercover spy to infiltrate the Superiority, where she learned of the galaxy beyond her small, desolate planet home. Now, the Superiority—the governing galactic alliance bent on dominating all human life—has started a galaxy-wide war. And Spensa has seen the weapons they plan to use to end it: the Delvers. Ancient, mysterious alien forces that can wipe out entire planetary systems in an instant. Spensa knows that no matter how many pilots the DDF has, there is no defeating this predator. Except that Spensa is Cytonic. She faced down a Delver and saw something eerily familiar about it. And maybe, if she’s able to figure out what she is, she could be more than just another pilot in this unfolding war. She could save the galaxy. The only way she can discover what she really is, though, is to leave behind all she knows and enter the Nowhere. A place from which few ever return. To have courage means facing fear. And this mission is terrifying.",19674
Foul Lady Fortune,ISBN not found,Chloe Gong,"Fantasy, Historical Fiction, Romance, Young Adult, Historical, Mystery, Fiction",4.25,"24,082","5,576",528,Hardcover,"First published September 27, 2022","It’s 1931 in Shanghai, and the stage is set for a new decade of intrigue. Four years ago, Rosalind Lang was brought back from the brink of death, but the strange experiment that saved her also stopped her from sleeping and aging—and allows her to heal from any wound. In short, Rosalind cannot die. Now, desperate for redemption for her traitorous past, she uses her abilities as an assassin for her country. Code name: Fortune. But when the Japanese Imperial Army begins its invasion march, Rosalind’s mission pivots. A series of murders is causing unrest in Shanghai, and the Japanese are under suspicion. Rosalind’s new orders are to infiltrate foreign society and identify the culprits behind the terror plot before more of her people are killed. To reduce suspicion, however, she must pose as the wife of another Nationalist spy, Orion Hong, and though Rosalind finds Orion’s cavalier attitude and playboy demeanor infuriating, she is willing to work with him for the greater good. But Orion has an agenda of his own, and Rosalind has secrets that she wants to keep buried. As they both attempt to unravel the conspiracy, the two spies soon find that there are deeper and more horrifying layers to this mystery than they ever imagined.From the #1 New York Times bestselling author of These Violent Delights and Our Violent Ends comes the first book in a captivating new duology following an ill-matched pair of spies posing as a married couple to investigate a series of brutal murders in 1930s Shanghai.",18638
Belladonna,ISBN not found,Adalyn  Grace,"Fantasy, Romance, Young Adult, Mystery, Gothic, Paranormal, Fiction",4.02,"86,338","16,343",409,Hardcover,"First published August 30, 2022","The  New York Times  bestselling author of  All the Stars and Teeth  brings to life a highly romantic, Gothic-infused world of wealth, desire, and betrayal. ​Orphaned as a baby, nineteen-year-old Signa has been raised by a string of guardians, each one more interested in her wealth than her well-being—and each has met an untimely end. Her remaining relatives are the elusive Hawthornes, an eccentric family living at Thorn Grove, an estate both glittering and gloomy. Its patriarch mourns his late wife through wild parties, while his son grapples for control of the family’s waning reputation, and his daughter suffers from a mysterious illness. But when their mother’s restless spirit appears claiming she was poisoned, Signa realizes that the family she depends on could be in grave danger and enlists the help of a surly stable boy to hunt down the killer. However, Signa’s best chance of uncovering the murderer is an alliance with Death himself, a fascinating, dangerous shadow who has never been far from her side. Though he’s made her life a living hell, Death shows Signa that their growing connection may be more powerful—and more irresistible—than she ever dared imagine.",17662
Cursed,ISBN not found,Marissa Meyer,"Fantasy, Young Adult, Retellings, Romance, Fiction, Audiobook, Young Adult Fantasy",4.02,"20,812","3,101",485,Hardcover,"First published November 8, 2022","Before the Endless Moon, when the Erlking means to capture one of the seven gods and make a wish to return his lover, Perchta, from the underworld, Serilda and Gild attempt to break the curses that tether their spirits to Adalheid's haunted castle. But it soon becomes clear that the Erlking's hunger for vengeance won't be satisfied with a single wish, and his true intentions have the power to alter the mortal realm forever. Serilda and Gild must try to thwart his wicked plans, all while solving the mystery of Gild's forgotten name, freeing the ghosts kept in servitude to the dark ones, and trying to protect their unborn child.Romance, danger, and Serilda's journey to find her power as a woman, a mother, and a storyteller make this reimagining of Rumpelstiltskin one that Meyer fans—old and new—will treasure.",17483
This Woven Kingdom,ISBN not found,Tahereh Mafi,"Fantasy, Young Adult, Romance, Young Adult Fantasy, Fantasy Romance, Fiction, Mythology",3.98,"51,539","9,235",512,Hardcover,"First published February 1, 2022","To all the world, Alizeh is a disposable servant, not the long-lost heir to an ancient Jinn kingdom forced to hide in plain sight.The crown prince, Kamran, has heard the prophecies foretelling the death of his king. But he could never have imagined that the servant girl with the strange eyes, the girl he can’t put out of his mind, would one day soon uproot his kingdom—and the world.Clashing empires, forbidden romance, and a long-forgotten queen destined to save her people—bestselling author Tahereh Mafi’s first in an epic, romantic trilogy inspired by Persian mythology.",16678
These Twisted Bonds,ISBN not found,Lexi Ryan,"Fantasy, Romance, Young Adult, Fae, Fantasy Romance, Young Adult Fantasy, Fiction",3.99,"60,667","7,679",481,Hardcover,"First published July 19, 2022","Brie finds herself caught between two princes and two destinies while the future of the fae realm hangs in the balance.After Abriella's sister was sold to the fae, she thought life couldn't get any worse. But when she suddenly finds herself caught in a web of lies of her own making ­- loving two princes and trusting neither - things are not quite as clear as she once thought.As civil war wages in the Court of Darkness, Brie finds herself unable to choose a side. How can she know where she stands when she doesn't even know herself anymore? In this darkly romantic thrill ride, the more Faerie is torn apart from the inside, the clearer it becomes that prophecies don't lie and Brie has a role to play in the fate of this magical realm - whether she likes it or not.",5038
